,Name,Edges,Type,Relationship,Collection
61,Pink Butterfree,"['Falkner', ""Ash's Pikachu"", 'Ash Ketchum', 'Jessie', 'James', ""Ash's Bulbasaur"", ""Ash's Charmander"", 'Otoshi', 'Misty', 'Brock', 'Blaine', 'Lance', 'Pryce']",One-timer,Pokémon,Original series
62,Sabrina,"[""Misty's Horsea"", 'Nurse Joy', 'Jessie', ""Jessie's Lickitung"", ""Ash's Pikachu"", ""Ash's Bulbasaur"", ""Brock's Vulpix"", 'Butch', 'Cassidy', 'Cleavon Schpielbunk', ""Misty's Staryu"", ""Misty's Corsola"", 'Dorian', ""Misty's Gyarados"", 'Tracey Sketchit', 'Sakura', 'Kinso', 'Gym Badge thieves', ""Lana's Popplio"", 'Anela', 'Koga', 'Misty', 'Whitney']",Recurring,gym leader,Original series
63,Sabrina's Abra,"['Ash Ketchum', ""Arnold's mother""]",Recurring,Pokémon,Original series
64,Sabrina's father,"['Ash Ketchum', 'Arnold']",Recurring,Other,Original series
65,Haunter,"['Ash Ketchum', ""Ash's Pikachu"", ""Brock's Vulpix"", ""Misty's Psyduck"", ""Brock's Geodude"", 'Zane']",Recurring,Pokémon,Original series
66,Sabrina's mother,"['Suzie', ""Brock's Geodude"", ""Ash's Pikachu"", ""Misty's Psyduck"", 'Mikey', ""Jessie's Lickitung"", 'Cleavon Schpielbunk', 'Professor Ivy', 'Miki', 'Brock', 'Gary Oak']",One-timer,Other,Original series
67,Ash's Primeape,"['Ash Ketchum', ""Ash's Primeape"", 'Jessie']",Recurring,Pokémon,Original series
68,Erika,['Ash Ketchum'],One-timer,gym leader,Original series
69,Misty's Psyduck,"['Ash Ketchum', ""Ash's Primeape""]",Recurring,Pokémon,Original series
70,Arnold,"['Ash Ketchum', ""Ash's Muk"", ""Ash's Pikachu""]",One-timer,Other,Original series
71,Arnold's mother,"['Ash Ketchum', ""Ash's Pikachu"", 'Gary Oak', 'Jeanette Fisher', ""Ash's Bulbasaur"", 'Tracey Sketchit', ""Misty's Togepi"", ""Ash's Tauros"", ""James's Victreebel"", ""Jessie's Lickitung"", ""Ash's Snorlax"", 'Whitney', ""Ash's Heracross"", 'Cassidy', 'Butch', 'Delia Ketchum', 'Professor Birch', 'Professor Juniper', 'Goh', 'Jessie']",One-timer,Other,Original series
72,Suzie,"['Gary Oak', 'Ash Ketchum', ""Ash's Pikachu""]",Recurring,Other,Original series
73,Brock's Vulpix,"['Koga', 'Ash Ketchum', ""Ash's Bulbasaur"", 'Jessie', 'James']",Recurring,Pokémon,Original series
74,Anthony,"['Sabrina', 'Ash Ketchum', ""Ash's Pidgeotto"", ""Ash's Charmander"", ""Misty's Psyduck"", ""Koga's Golbat"", 'Jessie', 'James', 'Falkner', 'Misty', ""Agatha's Gengar"", 'Bruno', 'Lt. Surge', 'Giovanni', 'Carl', 'Butch', 'Cassidy', 'Attila', 'Hun', 'Oakley', 'Domino', 'Iron-Masked Marauder', 'Dr. Namba', 'Professor Sebastian', 'Rocket Scout', 'Jubei', 'Matori', 'Pierce', 'Dr. Zager', 'Gozu', 'Blaine']",One-timer,Other,Original series
75,Rebecca,"['Koga', 'Agatha', ""Agatha's Gengar"", 'Ash Ketchum', ""Ash's Charmander""]",One-timer,Other,Original series
76,Giant,"['Pokémon poacher', 'Dario', 'Ash Ketchum', ""Misty's Starmie""]",One-timer,Other,Original series
77,Dick,"['Lara Laramie', 'Ash Ketchum']",One-timer,Other,Original series
78,Ash's Muk,['Officer Jenny'],Recurring,Pokémon,Original series
79,Foreman,"['Ash Ketchum', ""Misty's Staryu""]",One-timer,Other,Original series
80,Aya,"['Ash Ketchum', ""Ash's Snorlax"", ""Ash's Muk"", ""Drake's Dragonite"", ""Ash's Squirtle"", ""Ash's Pikachu"", 'Whitney', ""Ash's Heracross"", 'Fernando', 'Gary Oak', 'Cassidy', 'Butch', 'Anabel', ""Ash's Corphish"", 'Alexa', 'Goh']",Recurring,Other,Original series
81,Koga,['Ash Ketchum'],One-timer,gym leader,Original series
82,Koga's Golbat,"['Tyra', 'Jessie', 'James', 'Ash Ketchum', ""Ash's Bulbasaur"", ""Ash's Charmander""]",One-timer,Pokémon,Original series
83,Lara Laramie,"['Chopper', 'Jessie', 'James', 'Ash Ketchum']",One-timer,Other,Original series
84,Dario,"['Ash Ketchum', ""Ash's Bulbasaur"", 'Nurse Joy', 'Jessie', 'James', ""Jessie's Wobbuffet"", ""Ash's Totodile"", ""Ash's Pikachu""]",One-timer,Other,Original series
85,Tommy,"['Duplica', ""Ash's Pikachu"", ""Ash's Bulbasaur"", 'Nurse Joy', 'A.J.', 'Samurai']",One-timer,Other,Original series
86,Tommy's parents,"['Ash Ketchum', 'Nurse Joy']",One-timer,Other,Original series
87,Kaiser,"['Jessie', ""Ash's Pikachu"", ""Ash's Totodile"", ""Misty's Togepi"", ""Ash's Noctowl"", 'Ash Ketchum']",One-timer,Other,Original series
88,Ash's Tauros,[],Recurring,Pokémon,Original series
89,Norman,"['Mikey', 'Ash Ketchum', ""Brock's Vulpix"", ""Ash's Pikachu"", ""Misty's Horsea""]",One-timer,Other,Original series
90,Chopper,"['Mikey', 'Ash Ketchum', ""Brock's Vulpix"", ""Ash's Pikachu"", ""Misty's Horsea""]",One-timer,Other,Original series
91,Tyra,"['Mikey', 'Ash Ketchum', ""Brock's Vulpix"", ""Ash's Pikachu"", ""Misty's Horsea""]",One-timer,Other,Original series
92,Duplica,['Ash Ketchum'],Recurring,Other,Original series
93,Duplica's Ditto,"['Ash Ketchum', 'Hippie']",Recurring,Pokémon,Original series
94,Dr. Akihabara,"['Ash Ketchum', 'Kaz', ""Ash's Pikachu"", 'Nurse Joy']",One-timer,Other,Original series
95,Santa Claus,"['Yas', 'Ash Ketchum', ""Ash's Pikachu"", 'Nurse Joy']",Recurring,Other,Specials
96,Mikey,"['Ash Ketchum', ""Ash's Charmander""]",One-timer,Other,Original series
97,Sparky,"['Ash Ketchum', ""Ash's Pikachu"", ""Ash's Squirtle"", 'Jessie', 'James']",One-timer,Other,Original series
98,Pyro,"['Cassandra', 'Ash Ketchum']",One-timer,Other,Original series
99,Rainer,"[""Misty's Staryu"", 'Ash Ketchum', 'Jessie', 'James', ""Misty's Psyduck"", 'Gary Oak', ""Gary's cheerleaders"", ""Ash's Squirtle"", ""Ash's Snorlax"", 'Todd Snap', 'Alanna', ""Ash's Pikachu"", 'Samson Oak', 'Nurse Joy']",One-timer,Other,Original series
100,Hippie,"['Jessie', 'Nurse Joy', 'Ash Ketchum']",One-timer,Other,Original series
101,Mayor,"['James', ""James's parents"", 'Jessie', 'Growlie', 'Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Original series
102,Yas,"['James', 'Jessebelle', 'Jessie', 'Hopkins', 'Growlie']",One-timer,Other,Original series
103,Kaz,"['James', ""James's parents"", 'Jessebelle', 'Ash Ketchum', 'Jessie']",One-timer,Other,Original series
104,Melvin,"['James', 'Ash Ketchum', 'Growlie', ""James's parents"", 'Jessebelle', 'Jessie', ""Ash's Pikachu""]",One-timer,Other,Original series
105,Cassandra,"['Jessie', 'James', 'Ash Ketchum', ""Ash's Pikachu"", 'Officer Jenny', ""Misty's Psyduck"", ""Ash's Bulbasaur""]",One-timer,Other,Original series
106,Lacy,"['Ash Ketchum', 'Butch', 'Cassidy', ""Ash's Pikachu"", ""Ash's Totodile"", 'Max', 'Jessie', 'James', 'Colonel Hansen', ""Misty's Gyarados"", ""Tracey's Scyther"", 'Misty']",One-timer,Other,Original series
107,Jigglypuff,"['Jessie', 'Ash Ketchum']",Recurring,Pokémon,Original series
108,Dr. Proctor,"['Jessie', ""Ash's Pikachu"", ""Ash's Bulbasaur"", ""Brock's Vulpix"", ""Misty's Psyduck"", 'Butch', 'Cassidy', ""Ash's Muk"", ""Jessie's Wobbuffet"", 'Magikarp salesman', 'Ash Ketchum']",One-timer,Other,Original series
109,Jessebelle,['Jessie'],Recurring,Other,Original series
110,James's parents,"['Ash Ketchum', 'Jessie', 'James', ""Ash's Pikachu""]",Recurring,Relative,Original series
111,Growlie,['Ash Ketchum'],Recurring,Pokémon,Original series
112,Hopkins,"['Officer Jenny', 'Ash Ketchum', 'Pokémon poacher', 'Rico', 'Solana', 'Azure', 'Crimson', 'Matori']",One-timer,Other,Original series
113,Keith,"['Professor Oak', 'Ash Ketchum', ""Ash's Pikachu"", 'Butch', 'Cassidy', 'Officer Jenny', 'Sophia', 'Marcello']",One-timer,Other,Original series
114,Misty's Togepi,"['Ash Ketchum', 'Nurse Joy', ""Ash's Pikachu"", 'Jessie', 'James', 'Todd Snap']",Main,Pokémon,Original series
115,Fiorella Cappuccino,"['Ash Ketchum', 'Cassidy', ""Misty's Psyduck"", 'Todd Snap', ""Ash's Pikachu"", ""Misty's Togepi"", 'Officer Jenny', ""Ash's Bulbasaur"", ""Misty's Staryu"", 'Dr. Namba', 'Ritchie', ""Jessie's Wobbuffet"", 'DJ Mary', 'Tracey Sketchit', 'Jessie', 'James', 'Delia Ketchum', ""Jessie's Lickitung"", ""James's Victreebel"", 'Giovanni', 'Carl', 'Koga', 'Lt. Surge', 'Sabrina', 'Attila', 'Hun', 'Oakley', 'Domino', 'Iron-Masked Marauder', 'Professor Sebastian', 'Rocket Scout', 'Jubei', 'Matori', 'Pierce', 'Dr. Zager', 'Gozu', 'Blaine']",One-timer,Other,Original series
116,Jessie's Lickitung,"['Ash Ketchum', 'Butch', ""Misty's Psyduck"", 'Todd Snap', 'Officer Jenny', ""Ash's Bulbasaur"", 'James', ""Misty's Staryu"", 'Dr. Namba', 'Ritchie', ""Jessie's Wobbuffet"", 'DJ Mary', 'Tracey Sketchit', 'Jessie', ""Ash's Pikachu"", ""Ash's Totodile"", ""James's Victreebel"", 'Giovanni', 'Carl', 'Koga', 'Lt. Surge', 'Sabrina', 'Attila', 'Hun', 'Oakley', 'Domino', 'Iron-Masked Marauder', 'Professor Sebastian', 'Rocket Scout', 'Jubei', 'Matori', 'Pierce', 'Dr. Zager', 'Gozu', 'Blaine']",Recurring,Pokémon,Original series
117,Yumi,"['James', 'Butch', 'Cassidy', 'Ash Ketchum', ""Ash's Squirtle"", ""Jessie's Lickitung"", ""Ash's Snorlax"", ""Jessie's Wobbuffet"", 'Ephraim', 'Magikarp salesman', ""James's Carnivine"", 'Gardenia', 'Jessie']",One-timer,Other,Original series
118,Timmy,"['Pryce', 'Ash Ketchum', ""Misty's Togepi"", ""Ash's Squirtle"", ""Blaine's Magmar"", 'Brock', 'Misty', 'Erika', 'Lt. Surge', 'Koga', 'Sabrina', 'Lance', 'Clair', 'Lysandre', 'Professor Sycamore', 'Giovanni', 'Carl', 'Jessie', 'James', 'Butch', 'Cassidy', 'Attila', 'Hun', 'Oakley', 'Domino', 'Iron-Masked Marauder', 'Dr. Namba', 'Professor Sebastian', 'Rocket Scout', 'Jubei', 'Matori', 'Pierce', 'Dr. Zager', 'Gozu']",One-timer,Other,Original series
119,Reiko,"['Blaine', 'Ash Ketchum', ""Ash's Pikachu"", 'Otoshi']",One-timer,Other,Original series
120,Officer Jenny's Growlithe,"['Ash Ketchum', ""Ash's Pikachu"", 'Oswald', ""Ash's Phanpy"", 'Whitney', ""Ash's Cyndaquil"", 'Lawrence III', 'Shingo', 'Gary Oak', 'Professor Oak', 'Bill', 'Sabrina']",Recurring,Pokémon,Original series
121,Todd Snap,['Ash Ketchum'],Recurring,Other,Original series
122,Entrance exam instructor,"['Gary Oak', 'Ash Ketchum', ""Ash's Snorlax"", 'Jessie', 'James', ""Ash's Pikachu""]",One-timer,Other,Original series
123,Butch,"['Ash Ketchum', 'Delia Ketchum', 'Stella', ""Ash's Pikachu"", 'Butch', 'Cassidy', 'Tracey Sketchit', 'Samson Oak', 'Goh', 'Professor Cerise', 'Chloe', 'Hodge', ""Ash's Riolu""]",Recurring,Team Rocket,Original series
124,Cassidy,['Ash Ketchum'],Recurring,Team Rocket,Original series
125,James's Victreebel,"['Ash Ketchum', ""Misty's Psyduck"", 'Jessie']",Recurring,Pokémon,Original series
126,Blaine,"['Puka', 'Jan', 'Ash Ketchum']",Recurring,gym leader,Original series
127,Blaine's Magmar,[],Recurring,Pokémon,Original series
128,Clefairy,"['Jan', ""Ash's Pikachu"", 'Ash Ketchum']",Recurring,Pokémon,Original series
129,Oswald,"['Ash Ketchum', 'Florinda Showers']",One-timer,Other,Original series
130,Gary's Arcanine,"['Potter', ""Ash's Pikachu""]",Recurring,Pokémon,Original series
131,Mimey,"['Ash Ketchum', ""Ash's Pikachu"", ""Brock's Vulpix"", ""Misty's Psyduck"", ""Misty's Staryu"", 'Delia Ketchum']",Recurring,Pokémon,Original series
132,Stella,"['Ash Ketchum', ""Ash's Pikachu"", 'Cleavon Schpielbunk', ""Misty's Psyduck""]",One-timer,Other,Original series
133,Professor Westwood V,"['Jessie', 'James', 'Max', 'Chloe']",One-timer,Other,Original series
134,Victor,"['Brawly', 'Chuck', 'Ash Ketchum', 'Agatha', 'Lt. Surge', 'Blaine', 'Koga', 'Whitney']",One-timer,Other,Original series
135,Jan,"['Bruno', 'Ash Ketchum', ""Ash's Squirtle"", ""Misty's Staryu"", ""Brock's Onix"", 'Agatha', 'Lt. Surge']",One-timer,Other,Original series
136,Puka,['Ash Ketchum'],One-timer,Pokémon,Original series
137,Potter,"['Ash Ketchum', ""Ash's Bulbasaur"", ""Ash's Pikachu"", 'Jessie', 'James']",One-timer,Other,Original series
138,Florinda Showers,"['Officer Jenny', 'Ash Ketchum', 'Gary Oak']",One-timer,Other,Original series
139,Cleavon Schpielbunk,"['Ash Ketchum', ""Ash's Krabby""]",Recurring,Other,Original series
140,Katrina,"['Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Original series
141,Meowzie,['Gary Oak'],One-timer,Pokémon,Original series
142,Bruno,"['Ash Ketchum', 'Mandi', ""Ash's Bulbasaur"", ""Ash's Pikachu"", ""Ash's Muk""]",One-timer,Elite Four,Original series
143,Bruno's Onix,"['Ash Ketchum', ""Ash's Pikachu"", 'Sparky', 'Assunta', 'Butch', 'Cassidy', 'Dr. Namba', 'Tracey Sketchit', ""Tracey's Scyther"", 'Demolition crew', 'Zippo', 'Nurse Joy', ""Nick's father"", ""Ash's Squirtle"", ""Ash's Cyndaquil"", ""Ash's Totodile"", 'Gary Oak', 'Jeanette Fisher']",One-timer,Pokémon,Original series
144,Eve,"['Ritchie', 'Sparky', 'Ash Ketchum', ""Ash's Bulbasaur"", ""Ash's Pikachu"", 'Assunta', ""Ash's Cyndaquil"", 'Butch', 'Cassidy']",One-timer,Other,Original series
145,Otoshi,"['Ritchie', ""Ash's Pikachu"", 'Assunta', 'Butch', 'Cassidy', 'Dr. Namba', 'Demolition crew', 'Ash Ketchum', ""Ash's Squirtle""]",One-timer,Other,Original series
146,Charles Goodshow,"['Ritchie', 'Sparky', 'Ash Ketchum']",Recurring,Other,Original series
147,Mandi,"['Ash Ketchum', 'Delia Ketchum', 'Yuko']",One-timer,Other,Original series
148,Pete Pebbleman,"['Professor Ivy', 'Ash Ketchum']",One-timer,Other,Original series
149,Melissa,"['Ash Ketchum', 'Three punks', ""Ash's Pikachu"", 'Tracey Sketchit', 'Nurse Joy', 'Cissy', 'Danny', 'Captain Crook', ""Ash's Squirtle"", 'Rudy']",One-timer,Other,Original series
150,Jeanette Fisher,"['Ash Ketchum', ""Ash's Lapras"", 'Tracey Sketchit', ""Ash's Pikachu""]",One-timer,Other,Original series
151,Ritchie,"['Ash Ketchum', ""Ash's Pikachu"", ""Ash's Lapras"", ""Tracey's Scyther"", 'Quincy T. Quackenpoker', 'Sam', ""Ash's Bulbasaur"", 'Butch', 'Cassidy', 'Ritchie', ""Tracey's Marill"", ""Misty's Azurill"", 'Magikarp salesman', 'Nurse Joy', 'James', ""James's Victreebel"", 'Max']",Recurring,Rival,Original series
152,Zippo,"['Tracey Sketchit', 'Ash Ketchum', ""Ash's Lapras"", 'Crystal Onix', 'Mateo', ""Tracey's Marill"", ""Tracey's Scyther"", 'Captain Aidan', 'Team Wartortle', ""Ash's Squirtle"", ""Ash's Pikachu""]",Recurring,Pokémon,Original series
153,Sparky,"['Cissy', 'Ash Ketchum']",Recurring,Pokémon,Original series
154,Assunta,"['Ash Ketchum', ""Ash's Lapras"", 'Tracey Sketchit']",One-timer,Other,Original series
155,Professor Ivy,"['Mateo', 'Crystal Onix', 'Ash Ketchum']",Recurring,Pokémon,Original series
156,Hope,"['Marissa', ""Mateo and Marissa's grandfather"", 'Crystal Onix', ""Tracey's Venonat"", ""Tracey's Marill"", 'Ash Ketchum']",One-timer,Other,Original series
157,Ash's Lapras,"['Ash Ketchum', 'Marissa', 'Mateo', ""Mateo and Marissa's grandfather"", ""Tracey's Marill"", 'Tracey Sketchit']",Recurring,Pokémon,Original series
158,Three punks,"['Nurse Joy', 'Umberto']",One-timer,Other,Original series
159,Tracey Sketchit,"['Nurse Joy', 'Ash Ketchum']",Main,Other,Original series
160,Tracey's Venonat,"['Ash Ketchum', 'Roger']",Recurring,Pokémon,Original series
161,Senta,"['Kay', 'Ash Ketchum']",One-timer,Other,Original series
162,Cissy,"['Roger', 'Kay', 'Len']",One-timer,gym leader,Original series
163,Marissa,"['Roger', 'Kay']",One-timer,Other,Original series
164,Mateo,"[""Misty's Psyduck"", 'Ash Ketchum', 'Tracey Sketchit', ""Misty's Goldeen"", ""Misty's Staryu""]",One-timer,Other,Original series
165,Mateo and Marissa's grandfather,"['Ash Ketchum', ""Ash's Lapras"", ""Ash's Pikachu""]",One-timer,Other,Original series
166,Tracey's Marill,"['Ash Ketchum', ""Ash's Snorlax"", ""Ash's Pikachu"", ""Misty's Togepi""]",Recurring,Pokémon,Original series
167,Crystal Onix,"['Ash Ketchum', 'Tracey Sketchit', 'Jessie', 'James', ""Tracey's Scyther"", 'Gulzar', ""Ash's Tauros"", ""Ash's Muk"", 'Whitney', ""Ash's Noctowl"", 'Raiden', 'Clair', ""Gary's Arcanine"", ""Harrison's Houndoom"", 'Max', ""May's Munchlax"", 'Greta', 'Scott', 'Goh', ""Misty's Goldeen"", ""Ash's Bulbasaur"", 'Rudy']",One-timer,Pokémon,Original series
168,Reporter,[],One-timer,Other,Original series
169,Umberto,"['Shimajio', 'Jessie', 'James']",One-timer,Other,Original series
170,Kay,"['Jessie', 'James']",One-timer,Other,Original series
171,Roger,"['Tracey Sketchit', ""Tracey's Venonat"", 'Nurse Joy', ""Misty's Togepi"", ""Ash's Snorlax"", ""Tracey's Marill"", 'Captain Aidan', 'Team Wartortle', 'Butch', 'Cassidy']",One-timer,Other,Original series
172,Anne,"['Misty', 'Tracey Sketchit', 'Ash Ketchum', ""Misty's Togepi"", ""Ash's Pikachu"", 'Bruno', 'Agatha', 'Lance', 'Sabrina', 'Erika']",One-timer,Other,Original series
173,Len,"['Sabrina', 'Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Original series
174,Marina,"['Tracey Sketchit', ""James's Victreebel""]",One-timer,Other,Original series
175,Danny,"[""James's Victreebel""]",One-timer,gym leader,Original series
176,Ruby,"['Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Original series
177,Ash's Snorlax,"['Ash Ketchum', ""Ash's Pikachu"", 'Officer Jenny', ""Ash's Bulbasaur"", ""Misty's Togepi"", 'Tracey Sketchit', 'Nurse Joy', ""Ash's Muk""]",Recurring,Pokémon,Original series
178,Captain,"['Rudy', ""Misty's Staryu"", 'Ash Ketchum']",One-timer,Other,Original series
179,Mikeosu,"['Mahri', ""Ash's Pikachu"", ""Ash's Bulbasaur"", ""Ash's Squirtle"", 'Tracey Sketchit']",One-timer,Other,Original series
180,Shimajio,"['Rudy', 'Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Original series
181,Tracey's Scyther,"['Team Wartortle', 'Ash Ketchum', ""Ash's Squirtle"", ""Ash's Pikachu"", ""Tracey's Venonat"", 'Officer Jenny', 'Squirtle Squad']",Recurring,Pokémon,Original series
182,Prima,"['Captain Aidan', 'Ash Ketchum', ""Ash's Squirtle"", 'Squirtle Squad']",One-timer,Elite Four,Original series
183,Prima's Cloyster,"['Tracey Sketchit', 'Ash Ketchum', ""Ash's Squirtle"", ""Ash's Snorlax""]",One-timer,Pokémon,Original series
184,Emily,"['Ash Ketchum', 'Travis']",One-timer,Other,Original series
185,Ralph,"['Luana', 'Ash Ketchum']",One-timer,Other,Original series
186,Ethan,"['Luana', 'Ash Ketchum']",One-timer,Other,Original series
187,Mayor of Trovitopolis,"['Tracey Sketchit', 'Ash Ketchum']",One-timer,Other,Original series
188,Mahri,"['Ash Ketchum', 'Tracey Sketchit', ""Ash's Totodile"", ""Ash's Bulbasaur"", 'Andreas', ""Misty's Psyduck"", ""Misty's Staryu"", ""Misty's Goldeen"", 'Trinity', 'Delaney', 'Nurse Joy', ""Ash's Pikachu"", ""Misty's Gyarados"", 'Misty']",One-timer,Other,Original series
189,Rudy,"['Ash Ketchum', ""Ash's Lapras"", ""Ash's Squirtle"", ""Ash's Tauros"", ""Ash's Pikachu"", ""Drake's Dragonite""]",One-timer,gym leader,Original series
190,Tad,"['Ash Ketchum', ""Ash's Squirtle"", ""Ash's Tauros"", ""Ash's Pikachu""]",One-timer,Other,Original series
191,Captain Aidan,"['Pokémon poacher', 'Ash Ketchum', 'Tracey Sketchit', ""Ash's Lapras"", 'Ghali']",Recurring,Other,Original series
192,Team Wartortle,"['Captain Crook', 'Officer Jenny']",Recurring,Pokémon,Original series
193,Gulzar,"['Oleana', 'Ash Ketchum', 'Three punks', 'Captain Crook', 'Pokémon poacher', 'Naomi', 'Santa Claus', ""Ash's Pikachu"", 'Solidad', 'Heidi', 'Kye', 'Jay', 'Verity', 'Sorrel', 'Pryce', 'Angie', 'Goh', 'Chloe', 'Iris', 'Spenser', 'Sabrina', 'Giovanni']",One-timer,Other,Original series
194,Luana,['Ash Ketchum'],One-timer,gym leader,Original series
195,Travis,"['Gary Oak', 'Ash Ketchum', ""Ash's Pikachu"", 'Tracey Sketchit', 'Alex Davis', ""J's henchmen"", 'J', ""Gary's Electivire"", ""Ash's Gligar"", ""Saturn's Toxicroak""]",One-timer,Other,Original series
196,Sheldon,"['Eusine', 'Ash Ketchum', 'Jessie', 'James', 'Nurse Joy', 'Goh', 'Verity', 'Misty', 'Whitney', 'Pryce']",One-timer,Other,Original series
197,Quincy T. Quackenpoker,"['Professor Oak', 'Officer Jenny', 'Ash Ketchum', 'Captain Marius', 'Naomi', ""Ash's Larvitar"", 'Nurse Joy', 'Delia Ketchum', 'Vincent', 'Dr. Yung', 'Professor Cerise', 'Goh', 'Lance', 'Professor Rowan']",One-timer,Other,Original series
198,Misty's Poliwag,"['Ash Ketchum', ""Ash's Pikachu"", ""Casey's Chikorita"", 'Butch', 'Cassidy', 'Georgio', 'Corey Demario', 'Professor Elm', ""Casey's Beedrill"", 'Duplica']",Recurring,Pokémon,Original series
199,Drake,"['Ash Ketchum', 'Professor Elm', ""Ash's Pikachu"", ""Ash's Larvitar"", 'James', 'Jessie', ""Misty's Corsola"", 'Butch', 'Cassidy', ""Casey's Beedrill"", 'Corey Demario']",Recurring,gym leader,Original series
200,Drake's Dragonite,['Ash Ketchum'],Recurring,Pokémon,Original series
201,Captain Crook,"['Ash Ketchum', 'Rochelle', 'Shingo', ""Ash's Tauros"", ""Ash's Bulbasaur"", 'Gary Oak', 'Cassidy', 'Butch', 'Spenser', ""Ash's Cyndaquil"", 'Nando', ""Nando's Kricketune"", 'Goh', ""Ash's Pikachu"", ""Ash's Chikorita""]",One-timer,Other,Original series
202,Ghali,"['Ash Ketchum', 'Officer Jenny', ""Ash's Heracross"", ""Brock's Onix""]",One-timer,Other,Original series
203,Lapras,"['Ash Ketchum', 'Gary Oak']",Recurring,Pokémon,Original series
204,Poncho,"['Ash Ketchum', ""Ash's Pikachu""]",One-timer,Other,Original series
205,Gary's Eevee,['Officer Jenny'],Recurring,Pokémon,Original series
206,Suicune,"['Madame Muchmoney', 'Ash Ketchum', ""Ash's Pikachu""]",Recurring,Pokémon,Original series
207,Professor Elm,"[""Madame Muchmoney's Snubbull"", 'Ash Ketchum', 'Jacques', 'Jeeves', ""Ash's Heracross"", ""Ash's Pikachu""]",Recurring,Pokémon,Original series
208,Casey,"['Madame Muchmoney', ""Madame Muchmoney's Snubbull"", 'Ash Ketchum']",Recurring,Other,Original series
209,Casey's Chikorita,"['Madame Muchmoney', 'Ash Ketchum', ""Madame Muchmoney's Snubbull""]",Recurring,Pokémon,Original series
210,Woodruff,"['Ash Ketchum', 'Falkner', ""Ash's Pikachu"", 'Bugsy', ""Misty's Staryu"", ""Ash's Totodile"", 'Haruno', 'Chuck', 'Gary Oak', ""Gary's Arcanine"", ""Harrison's Houndoom"", ""Harrison's Blaziken"", 'Tracey Sketchit', ""Ash's Tauros"", 'Goh']",One-timer,Other,Original series
211,Ash's Heracross,['Mr. Douglas'],Recurring,Pokémon,Original series
212,Rochelle,"['Arielle', 'Ash Ketchum']",One-timer,Other,Original series
213,Hagatha,"['Nurse Joy', 'Jessie', 'James', 'Ash Ketchum', 'Paul', ""Nurse Joy's Comfey"", ""Ash's Pikachu""]",One-timer,Other,Original series
214,Bailey,"['Earl Dervish', ""Ash's Pikachu"", 'Zackie', 'Ash Ketchum']",One-timer,Other,Original series
215,The Black Arachnid,"['Ash Ketchum', ""Ash's Pikachu"", 'Earl Dervish']",One-timer,Other,Original series
216,Madame Muchmoney's Snubbull,"['Ash Ketchum', 'Miss Priscilla']",Recurring,Pokémon,Original series
217,Madame Muchmoney,"['Erika', ""Ash's Pikachu"", 'Ash Ketchum', ""Ash's Chikorita"", 'Professor Elm', 'Koga', 'Eusine', 'DJ Mary', 'Kurt', 'Bugsy', 'Whitney', 'Morty', 'Chuck', 'Jasmine']",Recurring,Other,Original series
218,Jeeves,"[""Ash's Pikachu"", 'Ash Ketchum', ""Misty's Togepi"", ""Ash's Chikorita""]",Recurring,Other,Original series
219,Jacques,"['Ash Ketchum', 'Charla', 'Clair']",One-timer,Other,Original series
220,Ash's Chikorita,['Ash Ketchum'],Recurring,Pokémon,Original series
221,Arielle,"['Ash Ketchum', 'Nurse Joy', ""Ash's Pikachu"", 'James']",One-timer,Other,Original series
222,Mr. Douglas,"['Sonrisa', 'Jessie', 'James', 'Ash Ketchum', 'Nurse Joy']",One-timer,Other,Original series
